reason,global_id,novel_id,episode_id,operation,similarity,raw_block_count,final_block_count,raw_indices,final_indices,raw_text,final_text,timing_shift_start_sec,timing_shift_end_sec
very_large_timing_shift,novela001__episode_0007,novela001,episode_0007,retime,1.0,1,1,[2],[2],Precisamos encontrar o salvador o quanto antes.,Precisamos encontrar o salvador o quanto antes.,9.896,10.282
very_large_timing_shift,novela001__episode_0007,novela001,episode_0007,split,1.0,1,2,[3],"[3, 4]",O aparelho que tinha minha alma fragmentada também foi destruído.,O aparelho que tinha minha alma fragmentada também foi destruído.,10.307,10.812
very_large_timing_shift,novela001__episode_0007,novela001,episode_0007,retime,1.0,1,1,[4],[5],Esse é o artefato mais antigo da academia.,Esse é o artefato mais antigo da academia.,10.837,10.487
very_large_timing_shift,novela001__episode_0007,novela001,episode_0007,split,1.0,1,2,[5],"[6, 7]",Nenhuma bomba atômica conseguiria arriscar ele.,Nenhuma bomba atômica conseguiria arriscar ele.,10.512,10.44
very_large_timing_shift,novela001__episode_0007,novela001,episode_0007,retime,1.0,1,1,[6],[8],Como isso é possível?,Como isso é possível?,10.52,10.696
very_large_timing_shift,novela001__episode_0007,novela001,episode_0007,retime,1.0,1,1,[7],[9],Quem é esse cara?,Quem é esse cara?,10.721,10.721
very_large_timing_shift,novela001__episode_0009,novela001,episode_0009,split,0.925,1,3,[1],"[1, 2, 3]","Esse treinador é quase tão forte quanto o Reitor, esse teste é bem perigoso.","Nossa! Esse treinador é quase tão forte quanto o Reitor, esse teste é bem perigoso.",5.044,8.025
very_large_timing_shift,novela001__episode_0009,novela001,episode_0009,split,1.0,1,2,[2],"[4, 5]","Não vou durar um segundo lá, ele é forte pra caramba.","Não vou durar um segundo lá, ele é forte pra caramba.",8.05,7.89
very_large_timing_shift,novela001__episode_0009,novela001,episode_0009,retime,1.0,1,1,[3],[6],"Vamos ver como os outros lidam com isso, tá?","Vamos ver como os outros lidam com isso, tá?",8.489,7.622
very_large_timing_shift,novela001__episode_0009,novela001,episode_0009,split,1.0,1,2,[4],"[7, 8]",A Academia de Lobisomem só recruta os melhores guerreiros.,A Academia de Lobisomem só recruta os melhores guerreiros.,8.2,6.956
very_large_timing_shift,novela001__episode_0009,novela001,episode_0009,retime,1.0,1,1,[5],[9],Quem é que vai ser o primeiro?,Quem é que vai ser o primeiro?,8.334,6.756
very_large_timing_shift,novela001__episode_0009,novela001,episode_0009,resegment,0.9342,2,2,"[26, 27]","[29, 30]","Eu! O poder do Matthew é quase nível veterano, e mesmo assim ele está sofrendo.","O poder do Matthew é quase nível veterano, e mesmo assim ele tá sofrendo.",10.999,0.481
very_large_timing_shift,novela001__episode_0009,novela001,episode_0009,split,1.0,1,2,[29],"[32, 33]","Ninguém aguenta o ataque do lobo além do Matthew, ele é um gênio de verdade.","Ninguém aguenta o ataque do lobo além do Matthew, ele é um gênio de verdade.",9.016,8.728
delete_text_very_long_review,novela001__episode_0009,novela001,episode_0009,delete_text,0.0,1,0,[30],[],Isso é o golpe da presa lunar! Técnica pesadíssima! O desafio subiu de nível!,,,
delete_text_very_long_review,novela001__episode_0009,novela001,episode_0009,delete_text,0.0,1,0,[38],[],"O treinador usou menos de 1% do poder dele, mas a capacidade dele é inimaginável!",,,
delete_text_very_long_review,novela001__episode_0010,novela001,episode_0010,delete_text,0.0,1,0,[39],[],Agora já é tarde pra isso. A vida dele já não está mais nas mãos dele.,,,
delete_text_very_long_review,novela001__episode_0010,novela001,episode_0010,delete_text,0.0,1,0,[41],[],Agora já é tarde pra isso. A vida dele já não está mais nas mãos dele.,,,
delete_text_very_long_review,novela001__episode_0010,novela001,episode_0010,delete_text,0.0,1,0,[43],[],"Meu pai, esse é o modo fúria do treinador. Ele tá usando 100% do poder.",,,
delete_text_very_long_review,novela001__episode_0020,novela001,episode_0020,delete_text,0.0,1,0,[4],[],Isso é inacreditável. O Duque atacou com toda a força e não conseguiu nem tocar nesse cara.,,,
delete_text_very_long_review,novela001__episode_0021,novela001,episode_0021,delete_text,0.0,1,0,[16],[],"Mas Harry, você não quebrou todas as bolas de cristal na sala do oráculo?",,,
delete_text_very_long_review,novela001__episode_0023,novela001,episode_0023,delete_text,0.0,1,0,[3],[],Me disseram que você fez o exame de entrada da Academia dos Lobisomens.,,,
delete_text_very_long_review,novela001__episode_0023,novela001,episode_0023,delete_text,0.0,1,0,[4],[],E me contaram que seus resultados mostram que você é totalmente sem poder.,,,
very_large_timing_shift,novela001__episode_0026,novela001,episode_0026,merge,0.9111,2,1,"[14, 15]",[19],"Não. Por favor, deixe a gente manter nosso laço.","Por favor, deixe a gente manter nosso laço.",19.489,-0.025
delete_text_very_long_review,novela001__episode_0032,novela001,episode_0032,delete_text,0.0,1,0,[2],[],"William, se meu irmão não quer que o vínculo dele seja rompido, faça o que ele mandar.",,,
delete_text_very_long_review,novela001__episode_0032,novela001,episode_0032,delete_text,0.0,1,0,[6],[],"Meu rei, como o senhor sabe, é essencial que uma loba escolha o seu companheiro.",,,
delete_text_very_long_review,novela001__episode_0032,novela001,episode_0032,delete_text,0.0,1,0,[17],[],Você e eu já brigamos uma vez para ser companheiro da Lili e eu venci.,,,
delete_text_very_long_review,novela001__episode_0034,novela001,episode_0034,delete_text,0.0,1,0,[1],[],"O pai dela matou ela. Owen, você é um mago. Por favor, diz que sabe o que fazer.",,,
very_large_timing_shift,novela001__episode_0041,novela001,episode_0041,retime,1.0,1,1,[1],[1],"Com licença, senhorita. Você sabe como chegar na casa de Leilões Legacy?","Com licença, senhorita. Você sabe como chegar na casa de leilões Legacy?",11.617,0.367
delete_text_very_long_review,novela001__episode_0042,novela001,episode_0042,delete_text,0.0,1,0,[12],[],Aqui é a Casa de Leilões Legacy. Não é um abrigo pra cachorrinhos perdidos.,,,
delete_text_very_long_review,novela001__episode_0042,novela001,episode_0042,delete_text,0.0,1,0,[17],[],"Tinha esse cara, certo? Esse vira-lata mexiço que aparece no exame de admissão da Academia Mundial achando que é o fortão.",,,
very_large_timing_shift,novela001__episode_0045,novela001,episode_0045,retime,1.0,1,1,[5],[5],"Quando é que você ficou tão rico assim, Owen?","Quando é que você ficou tão rico assim, Owen?",8.975,0.049
very_large_timing_shift,novela001__episode_0046,novela001,episode_0046,split,1.0,1,2,[1],"[1, 2]",Lupin! O cartão preto! Alguém viu ele na casa de Leilão!,Lupin! O cartão preto! Alguém viu ele na casa de Leilão!,8.053,5.958
delete_text_very_long_review,novela001__episode_0046,novela001,episode_0046,delete_text,0.0,1,0,[7],[],"Senhor! Você precisa de criado, senhor! Eu faço qualquer coisa por você!",,,
delete_text_very_long_review,novela001__episode_0046,novela001,episode_0046,delete_text,0.0,1,0,[9],[],Senhor! Peço mil desculpas por termos sido rudes! Você pode nos fazer rastejar se quiser! A gente faz qualquer coisa!,,,
delete_text_very_long_review,novela001__episode_0046,novela001,episode_0046,delete_text,0.0,1,0,[10],[],Vocês tão malucos? Preferia quando vocês estavam sendo rudes! Vocês tão loucos!,,,
delete_text_very_long_review,novela001__episode_0046,novela001,episode_0046,delete_text,0.0,1,0,[11],[],Vocês tão malucos? Preferia quando vocês estavam sendo rudes! Vocês tão latindo! Que bizarro!,,,
delete_text_very_long_review,novela001__episode_0046,novela001,episode_0046,delete_text,0.0,1,0,[12],[],Isso é tudo culpa sua! Você acha que pode me pegar só porque é maior que eu?,,,
very_large_timing_shift,novela001__episode_0055,novela001,episode_0055,retime,1.0,1,1,[6],[8],Como ousa me tocar de novo?,Como ousa me tocar de novo?,9.562,-0.125
very_large_timing_shift,novela001__episode_0057,novela001,episode_0057,retime,1.0,1,1,[27],[27],Você pagou caro demais nisso. Eu não posso.,Você pagou caro demais nisso. Eu não posso.,8.083,7.375
very_large_timing_shift,novela001__episode_0058,novela001,episode_0058,retime,1.0,1,1,[5],[4],"Ele, com certeza, vai salvar Ellara.","Ele, com certeza, vai salvar Ellara.",0.997,-8.165
delete_text_very_long_review,novela001__episode_0059,novela001,episode_0059,delete_text,0.0,1,0,[6],[],cadê o Logan? ah ele voltou para o castelo do rei alpha em três dias vai,,,
delete_text_very_long_review,novela001__episode_0059,novela001,episode_0059,delete_text,0.0,1,0,[8],[],eles precisam de alguém pra comandar os exércitos contra a invasão vampire,,,
delete_text_very_long_review,novela001__episode_0059,novela001,episode_0059,delete_text,0.0,1,0,[10],[],eu andei pensando e acho que agora é hora de entrar no exército para lutar e,,,
insert_very_long_review,novela001__episode_0059,novela001,episode_0059,insert,0.0,0,1,[],[15],,Eles precisam de alguém para comandar os exércitos contra a Invasão Vampira.,,
very_large_timing_shift,novela001__episode_0060,novela001,episode_0060,split,1.0,1,2,[1],"[1, 2]","Hoje, o Rei Alpha vai escolher a Grande Gema. Gostaria de tentar?","Hoje, o Rei Alpha vai escolher a Grande Gema. Gostaria de tentar?",10.088,9.649
very_large_timing_shift,novela001__episode_0060,novela001,episode_0060,split,1.0,1,2,[2],"[3, 4]",Eu sou fraco demais. Com certeza não sou material para a gama.,Eu sou fraco demais. Com certeza não sou material para a gama.,9.674,8.94
very_large_timing_shift,novela001__episode_0060,novela001,episode_0060,split,1.0,1,2,[3],"[5, 6]",O Mestre nem percebe o poder que tem. Os mentores dele são exigentes.,O Mestre nem percebe o poder que tem. Os mentores dele são exigentes.,9.562,9.542
very_large_timing_shift,novela001__episode_0060,novela001,episode_0060,split,1.0,1,2,[4],"[7, 8]",Eles o escolheram. Isso já diz tudo. Ele é o gênio dos gênios.,Eles o escolheram. Isso já diz tudo. Ele é o gênio dos gênios.,10.029,9.924
very_large_timing_shift,novela001__episode_0060,novela001,episode_0060,retime,1.0,1,1,[5],[9],Mal posso esperar para ver o que vai fazer.,Mal posso esperar para ver o que vai fazer.,10.336,9.828
very_large_timing_shift,novela001__episode_0060,novela001,episode_0060,retime,1.0,1,1,[6],[10],Eu também.,Eu também.,9.874,9.429
delete_text_very_long_review,novela001__episode_0070,novela001,episode_0070,delete_text,0.0,1,0,[1],[],"Meu rei, como seu Gamma, se eu for escolhido, liderarei os exércitos rumo à vitória.",,,
delete_text_very_long_review,novela001__episode_0070,novela001,episode_0070,delete_text,0.0,1,0,[3],[],"Adam é o Gamma escolhido pelo próprio rei Alpha, o único reconhecido pelo rei.",,,
very_large_timing_shift,novela001__episode_0076,novela001,episode_0076,retime,1.0,1,1,[4],[4],Avança!,Avança!,8.64,7.406
very_large_timing_shift,novela001__episode_0076,novela001,episode_0076,retime,1.0,1,1,[6],[6],Acho que o Logan não consegue enfrentar o Harry.,Acho que o Logan não consegue enfrentar o Harry.,8.23,7.844
very_large_timing_shift,novela001__episode_0076,novela001,episode_0076,retime,1.0,1,1,[7],[7],Você está certo.,Você está certo.,8.253,7.108
very_large_timing_shift,novela001__episode_0076,novela001,episode_0076,split,1.0,1,2,[8],"[8, 9]",O Harry já superou o Logan.,"O Harry, já superou o Logan.",8.034,7.581
very_large_timing_shift,novela001__episode_0079,novela001,episode_0079,split,1.0,1,2,[1],"[1, 2]","Se vocês chegarem a um passo da Ellara, eu vou matar vocês dois!","Se vocês chegarem a um passo da Ellara, eu vou matar vocês dois!",25.593,0.343
delete_text_very_long_review,novela002__episode_0001,novela002,episode_0001,delete_text,0.0,1,0,[3],[],"Mesmo saudável, você não pode ter. Você nem sabe de quem é essa criança. Além disso, você nem se formou na faculdade ainda. Mesmo que tivesse, não teria como sustentar.",,,
delete_text_very_long_review,novela002__episode_0001,novela002,episode_0001,delete_text,0.0,1,0,[8],[],Ligação do quarto 1809. Fiquei perguntando e não responderam. Povo doido.,,,
delete_text_very_long_review,novela002__episode_0001,novela002,episode_0001,delete_text,0.0,1,0,[20],[],"A família Silva sempre foi pequena e unigenita por gerações, e sempre por fertilização.",,,
delete_text_very_long_review,novela002__episode_0003,novela002,episode_0003,delete_text,0.0,1,0,[4],[],Tereza! Você não tem vergonha! Como pode vender a si mesma só por dinheiro? Me dá isso aqui!,,,
delete_text_very_long_review,novela002__episode_0003,novela002,episode_0003,delete_text,0.0,1,0,[5],[],É meu filho. É claro que eu vou ter. Quem não quer que o próprio filho tenha uma vida boa?,,,
delete_text_very_long_review,novela002__episode_0003,novela002,episode_0003,delete_text,0.0,1,0,[10],[],Isso! Meu pai é foda! Pena que minha mãe é muito ingênua. O cérebro dela é tão ralo que nem pra fundir serve.,,,
delete_text_very_long_review,novela002__episode_0003,novela002,episode_0003,delete_text,0.0,1,0,[13],[],Você mora nesse cubículo velho e ainda divide aluguel com essa tal de amiga?,,,
delete_text_very_long_review,novela002__episode_0003,novela002,episode_0003,delete_text,0.0,1,0,[14],[],Amanhã mesmo me mudo. Corto laços como as influências. Pra garantir um bom ambiente pro bebê.,,,
delete_text_very_long_review,novela002__episode_0003,novela002,episode_0003,delete_text,0.0,1,0,[20],[],"Nessa vida, além de te dar conforto, eu vou fazer de você a princesa mais feliz do mundo.",,,
very_large_timing_shift,novela002__episode_0004,novela002,episode_0004,split,1.0,1,2,[2],"[2, 3]",Você não pode jogar fora essa coisa aí?,Você não pode jogar fora essa coisa aí?,11.55,10.697
very_large_timing_shift,novela002__episode_0004,novela002,episode_0004,retime,1.0,1,1,[3],[4],Isso não é tralha.,Isso não é tralha!,11.009,10.45
delete_text_very_long_review,novela002__episode_0005,novela002,episode_0005,delete_text,0.0,1,0,[2],[],"Olha, por favor, será que poderia me inscrever na melhor aula de yoga para gestantes?",,,
delete_text_very_long_review,novela002__episode_0005,novela002,episode_0005,delete_text,0.0,1,0,[3],[],"E também, contratar uma equipe de nutricionistas para orientar minhas refeições?",,,
delete_text_very_long_review,novela002__episode_0005,novela002,episode_0005,delete_text,0.0,1,0,[5],[],"Além de exercícios e dietação, eu também preciso de uma equipe de alunos.",,,
delete_text_very_long_review,novela002__episode_0005,novela002,episode_0005,delete_text,0.0,1,0,[8],[],"Ah, e marque com a equipe de maquiagem que atende as celebridades, tá?",,,
delete_text_very_long_review,novela002__episode_0005,novela002,episode_0005,delete_text,0.0,1,0,[13],[],"E também, contratar uma equipe de nutricionistas para orientar minhas refeições.",,,
delete_text_very_long_review,novela002__episode_0005,novela002,episode_0005,delete_text,0.0,1,0,[16],[],"E também, contratar uma equipe de alunos para orientar minhas refeições.",,,
delete_text_very_long_review,novela002__episode_0005,novela002,episode_0005,delete_text,0.0,1,0,[34],[],"Pois é. Ela é tão brega e feia, quem iria querer? Será que o cara é um velho?",,,
delete_text_very_long_review,novela002__episode_0006,novela002,episode_0006,delete_text,0.0,1,0,[2],[],"É do nosso departamento? Se tivesse uma gata dessas aqui, Viviana não ia ser a mais gata.",,,
delete_text_very_long_review,novela002__episode_0006,novela002,episode_0006,delete_text,0.0,1,0,[3],[],"Eu não sei o que você está dizendo, mas eu acho que a Viviana é muito mais bonita.",,,
delete_text_very_long_review,novela002__episode_0006,novela002,episode_0006,delete_text,0.0,1,0,[10],[],"Que mesmo atarefado, arrumou um tempo para comparecer a nossa formatura.",,,
delete_text_very_long_review,novela002__episode_0006,novela002,episode_0006,delete_text,0.0,1,0,[19],[],"Agora, a professora Ferreira anunciará os formandos destaques deste ano.",,,
delete_text_very_long_review,novela002__episode_0006,novela002,episode_0006,delete_text,0.0,1,0,[20],[],"Este ano, tem três alunos em destaque em nosso curso de gestão hoteleira.",,,
delete_text_very_long_review,novela002__episode_0006,novela002,episode_0006,delete_text,0.0,1,0,[22],[],Convidamos os três alunos a vir ao palco receber seus diplomas de honra.,,,
delete_text_very_long_review,novela002__episode_0007,novela002,episode_0007,delete_text,0.0,1,0,[2],[],"Durante o estágio, ela ficou com um magnata, virou amante dele e ainda engravidou.",,,
very_large_timing_shift,novela002__episode_0011,novela002,episode_0011,retime,1.0,1,1,[4],[5],Oi!,Oi!,8.248,7.998
very_large_timing_shift,novela002__episode_0011,novela002,episode_0011,merge,1.0,2,1,"[5, 6]",[6],Vovó! Mamãe!,"Vovó, mamãe!",10.665,10.317
very_large_timing_shift,novela002__episode_0011,novela002,episode_0011,merge,1.0,2,1,"[7, 8]",[7],Nossa! Essa criança!,"Nossa, essa criança!",10.342,10.18
very_large_timing_shift,novela002__episode_0011,novela002,episode_0011,retime,1.0,1,1,[9],[8],Ela está me cumprimentando!,Ela está me cumprimentando!,10.687,9.357
very_large_timing_shift,novela002__episode_0011,novela002,episode_0011,retime,1.0,1,1,[10],[9],Esse bebê veio mesmo para trazer alegria.,Esse bebê veio mesmo para trazer alegria!,11.2,10.655
very_large_timing_shift,novela002__episode_0011,novela002,episode_0011,retime,1.0,1,1,[34],[26],Vou levar tudo dessa fileira.,Vou levar tudo dessa fileira.,10.5,8.765
delete_text_very_long_review,novela002__episode_0012,novela002,episode_0012,delete_text,0.0,1,0,[5],[],É? Mas você não disse que a gravidez era segredo? E agora só se fala nisso no noticiário.,,,
delete_text_very_long_review,novela002__episode_0012,novela002,episode_0012,delete_text,0.0,1,0,[6],[],"Era pra ser segredo, mas a família Silva estava tão feliz que acabou vazando.",,,
delete_text_very_long_review,novela002__episode_0012,novela002,episode_0012,delete_text,0.0,1,0,[14],[],"Seguindo nesse ritmo, se a antiga paixão dele não voltar para o país, minha mãe consegue conquistar meu pai de vez.",,,
delete_text_very_long_review,novela002__episode_0013,novela002,episode_0013,delete_text,0.0,1,0,[3],[],"Vadia! Para de fingir! Eu não caio nesses seus truques sujos, eu já investiguei.",,,
delete_text_very_long_review,novela002__episode_0013,novela002,episode_0013,delete_text,0.0,1,0,[4],[],Dessa vez a Jessica partiu pra agressão direto. Na vida passada ela só se fazia de coitadinha e de falsa inocente.,,,
delete_text_very_long_review,novela002__episode_0013,novela002,episode_0013,delete_text,0.0,1,0,[6],[],Acho que viu que eu tô prestes a subir e ela não aguentou. E mostrou a verdadeira cara.,,,
delete_text_very_long_review,novela002__episode_0013,novela002,episode_0013,delete_text,0.0,1,0,[9],[],"Senhorita, não sei onde foi que lhe ofendi, mas se me bater puder lhe acalmar, então pode bater. Pode bater, vai.",,,
delete_text_very_long_review,novela002__episode_0013,novela002,episode_0013,delete_text,0.0,1,0,[17],[],Seu caso de drogas foi suspeito. Eu contratei os melhores advogados. Tudo foi manipulado pela Teresa.,,,
delete_text_very_long_review,novela002__episode_0013,novela002,episode_0013,delete_text,0.0,1,0,[20],[],"Senhor Silva, eu posso provar que isso tudo foi manipulado pela Teresa.",,,
delete_text_very_long_review,novela002__episode_0016,novela002,episode_0016,delete_text,0.0,1,0,[13],[],"Olhem bem, o Laudo está dizendo que o bebê e o Tiago não tem parentesco nenhum.",,,
delete_text_very_long_review,novela002__episode_0016,novela002,episode_0016,delete_text,0.0,1,0,[14],[],Uma interesseira que sobe na cama. Como pode se comparar a Srta. Barbosa?,,,
delete_text_very_long_review,novela002__episode_0016,novela002,episode_0016,delete_text,0.0,1,0,[16],[],É mesmo. O Sr. Silva odeia ser enganado. Quero ver o fim dessa piranha.,,,
delete_text_very_long_review,novela002__episode_0017,novela002,episode_0017,delete_text,0.0,1,0,[1],[],"Tiago, com uma mulher que te enganou desse jeito, você não pode ter nenhuma piedade.",,,
delete_text_very_long_review,novela002__episode_0017,novela002,episode_0017,delete_text,0.0,1,0,[3],[],"E todo o dinheiro que você gastou com ela, ela tem que devolver cada centavo ou processa",,,
delete_text_very_long_review,novela002__episode_0017,novela002,episode_0017,delete_text,0.0,1,0,[13],[],"Vovô, vovó, bisavô, vocês tem que acreditar na mamãe, senão meus dias de princesa vão",,,
delete_text_very_long_review,novela002__episode_0017,novela002,episode_0017,delete_text,0.0,1,0,[15],[],"O laudo já está aqui na nossa frente, então por que não some com essa criança bastarda",,,
delete_text_very_long_review,novela002__episode_0017,novela002,episode_0017,delete_text,0.0,1,0,[18],[],"Fui eu quem solicitou o teste e quem pagou também fui eu, porque recebeu o resultado",,,
delete_text_very_long_review,novela002__episode_0017,novela002,episode_0017,delete_text,0.0,1,0,[23],[],"Eu pensei que eram os detetives com resultado antecipado, aí nem conferi direito e vim contar",,,
delete_text_very_long_review,novela002__episode_0017,novela002,episode_0017,delete_text,0.0,1,0,[27],[],"O carimbo está desalinhado, a fonte também está borrada e não tem número de registro.",,,
delete_text_very_long_review,novela002__episode_0020,novela002,episode_0020,delete_text,0.0,1,0,[18],[],"Jéssica, só te trato como neta por consideração ao seu avô e à amizade que temos de muitos anos.",,,
delete_text_very_long_review,novela002__episode_0021,novela002,episode_0021,delete_text,0.0,1,0,[4],[],"Me escuta Jessica, se acontecer alguma coisa com a Tereza ou com o bebê, eu não vou te perdoar!",,,
delete_text_very_long_review,novela002__episode_0021,novela002,episode_0021,delete_text,0.0,1,0,[8],[],"Filho, você está cego. Por que não impediu a Tereza? Por que não se posicionou e disse que confiava nela?",,,
delete_text_very_long_review,novela002__episode_0021,novela002,episode_0021,delete_text,0.0,1,0,[10],[],"Seu idiota! Se você não fosse tão parcial com a Jessica, não teria toda essa confusão e a minha Nora não estaria sofrendo desta forma!",,,
very_large_timing_shift,novela002__episode_0024,novela002,episode_0024,retime,0.9804,1,1,[23],[28],Quem sabe não foi você que cortou a mão pra forjar.,Quem sabe não foi você que cortou a mão para forjar?,10.86,10.4
delete_text_very_long_review,novela002__episode_0024,novela002,episode_0024,delete_text,0.0,1,0,[24],[],"Senhora, Tiago, não aguento ver vocês sendo enganados por essa mulher interesseira.",,,
delete_text_very_long_review,novela002__episode_0024,novela002,episode_0024,delete_text,0.0,1,0,[37],[],"Na minha opinião, ela só quer enganar vocês pra extorquir a família Silva.",,,
delete_text_very_long_review,novela002__episode_0025,novela002,episode_0025,delete_text,0.0,1,0,[2],[],"Srta. Barbosa, você já falsificou laudos pra me difamar, já fez isso antes.",,,
delete_text_very_long_review,novela002__episode_0025,novela002,episode_0025,delete_text,0.0,1,0,[3],[],É difícil não suspeitar que essa médica foi trazida por você pra me difamar.,,,
delete_text_very_long_review,novela002__episode_0025,novela002,episode_0025,delete_text,0.0,1,0,[25],[],"Antes me preocupava que Tereza fosse medrosa, mas vendo ela assim, fico tranquila.",,,
delete_text_very_long_review,novela002__episode_0025,novela002,episode_0025,delete_text,0.0,1,0,[35],[],"E na hora, a nossa família vai estar toda reunida pra abrir o resultado.",,,
delete_text_very_long_review,novela002__episode_0026,novela002,episode_0026,delete_text,0.0,1,0,[11],[],"Teresa, agora não me chama mais de Sr. Silva. Pode me chamar de querido.",,,
delete_text_very_long_review,novela002__episode_0026,novela002,episode_0026,delete_text,0.0,1,0,[14],[],"Pelo visto, a minha mãe já quase conquistou o meu pai. Eu pequenininha vou ter papai e mamãe juntos.",,,
delete_text_very_long_review,novela002__episode_0034,novela002,episode_0034,delete_text,0.0,1,0,[1],[],Ótimo! Ótimo! Mas que maravilha! Nossa família finalmente conseguiu ter uma criança por concepção natural!,,,
delete_text_very_long_review,novela002__episode_0034,novela002,episode_0034,delete_text,0.0,1,0,[2],[],"Eu já disse, não deviam duvidar de Teresa. Ela e a bebê passaram por tanto sofrimento à toa.",,,
delete_text_very_long_review,novela002__episode_0034,novela002,episode_0034,delete_text,0.0,1,0,[3],[],O resultado do teste confirma que a criança é da nossa família e também diz que é provavelmente uma menina.,,,
delete_text_very_long_review,novela002__episode_0034,novela002,episode_0034,delete_text,0.0,1,0,[7],[],Impossível! Essa criança bastarda não pode ser do Tiago! Eu claramente...,,,
delete_text_very_long_review,novela002__episode_0034,novela002,episode_0034,delete_text,0.0,1,0,[9],[],"Você realmente achou que eu ia trocar o laudo? Sr. Silva, ela tentou me subornar com 4 milhões.",,,
delete_text_very_long_review,novela002__episode_0034,novela002,episode_0034,delete_text,0.0,1,0,[11],[],"Henrique, o que você quer dizer? Quer arrumar problema com os Barbosa?",,,
delete_text_very_long_review,novela002__episode_0034,novela002,episode_0034,delete_text,0.0,1,0,[12],[],Quem diria? Essa Jéssica que era uma antiga paixão virou um pó de carvão e ainda insiste em causar confusão.,,,
delete_text_very_long_review,novela002__episode_0034,novela002,episode_0034,delete_text,0.0,1,0,[13],[],Agora foi pega no flagra. O Sr. Henrique é íntegro. Ele foi a única pessoa que nos ajudou quando a mamãe se separou da família Silva.,,,
delete_text_very_long_review,novela002__episode_0034,novela002,episode_0034,delete_text,0.0,1,0,[14],[],"Eu não fiz isso, Tiago. Ela está me incriminando. Ele defende tanto a Teresa que eles devem ter um caso.",,,
delete_text_very_long_review,novela002__episode_0034,novela002,episode_0034,delete_text,0.0,1,0,[16],[],Não é do Henrique! O laudo é falso também! Ele quer tomar a família Silva!,,,
delete_text_very_long_review,novela002__episode_0036,novela002,episode_0036,delete_text,0.0,1,0,[6],[],"Vovô, eu nem sei o que dizer. Obrigada mesmo por darem a essa criança uma vida tão boa.",,,
delete_text_very_long_review,novela002__episode_0036,novela002,episode_0036,delete_text,0.0,1,0,[9],[],"Entre família, sem cerimônia, você engravidou do meu filho e mostra que é um laço profundo.",,,
delete_text_very_long_review,novela002__episode_0036,novela002,episode_0036,delete_text,0.0,1,0,[11],[],O vínculo entre você e nossa família com certeza é o mais profundo do que imagina.,,,
delete_text_very_long_review,novela002__episode_0036,novela002,episode_0036,delete_text,0.0,1,0,[16],[],"Fique tranquila. Nesse período, vou fazer esse moleque vir e te fazer companhia todo dia.",,,
