global_id,novel_id,episode_id,raw_indices,final_indices,raw_start,raw_end,final_start,final_end,raw_start_sec,raw_end_sec,final_start_sec,final_end_sec,raw_text,final_text,similarity,operation,raw_block_count,final_block_count,timing_shift_start_sec,timing_shift_end_sec,style,language
novela001__episode_0001,novela001,episode_0001,[26],"[29, 30]","00:02:11,960","00:02:16,759","00:02:11,742","00:02:14,828",131.96,136.759,131.742,134.828,"Ele acabou de chamar o Rei Vampiro de fraco, é isso?","Ele acabou de chamar o Rei Vampiro de fraco, é isso?",1.0,split,1,2,-0.218,-1.931,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[27],[31],"00:02:16,759","00:02:19,759","00:02:15,092","00:02:15,914",136.759,139.759,135.092,135.914,Olha!,Olha!,1.0,retime,1,1,-1.667,-3.845,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[28],[32],"00:02:19,759","00:02:21,520","00:02:19,381","00:02:21,292",139.759,141.52,139.381,141.292,Ele é o escolhido!,Ele é o escolhido!,1.0,retime,1,1,-0.378,-0.228,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[29],"[33, 34]","00:02:21,600","00:02:25,639","00:02:21,317","00:02:25,639",141.6,145.639,141.317,145.639,Preciso trazer esse garoto para a academia dos lobisomens.,Eu preciso trazer esse garoto para a academia dos lobisomens.,0.95,split,1,2,-0.283,0.0,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[30],[35],"00:02:25,639","00:02:27,559","00:02:25,639","00:02:27,104",145.639,147.559,145.639,147.104,Custe o que custar!,Custe o que custar!,1.0,retime,1,1,0.0,-0.455,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[31],[36],"00:02:27,559","00:02:29,279","00:02:27,459","00:02:28,970",147.559,149.279,147.459,148.97,Todos os curandeiros!,Todos os curandeiros!,1.0,retime,1,1,-0.1,-0.309,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[32],[37],"00:02:29,279","00:02:31,440","00:02:29,279","00:02:31,440",149.279,151.44,149.279,151.44,Esse menino é o aluno dos meus sonhos!,Esse menino é o aluno dos meus sonhos!,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[33],[38],"00:02:31,440","00:02:33,399","00:02:31,440","00:02:33,399",151.44,153.399,151.44,153.399,Eu vou fazer dele um grande curador!,Eu vou fazer dele um grande curador!,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[34],[39],"00:02:33,399","00:02:34,679","00:02:33,399","00:02:34,485",153.399,154.679,153.399,154.485,Atrás dele!,Atrás dele!,1.0,retime,1,1,0.0,-0.194,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[35],"[40, 41]","00:02:34,679","00:02:37,240","00:02:34,654","00:02:37,215",154.679,157.24,154.654,157.215,Meus guerreiros vão encontrar ele antes dos seus.,Meus guerreiros vão encontrar ele antes dos seus.,1.0,split,1,2,-0.025,-0.025,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[36],"[42, 43]","00:02:37,240","00:02:42,479","00:02:37,240","00:02:40,818",157.24,162.479,157.24,160.818,"E se ele quiser entrar para o meu exército, minhas lobas vão marcá-lo.","E se ele quiser entrar para o meu exército, minhas lobas vão marcá-lo.",1.0,split,1,2,0.0,-1.661,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[37],[44],"00:02:42,479","00:02:50,479","00:02:42,479","00:02:43,707",162.479,170.479,162.479,163.707,Inclusive eu.,Inclusive eu.,1.0,retime,1,1,0.0,-6.772,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[38],"[45, 46]","00:02:50,479","00:02:56,880","00:02:50,345","00:02:56,493",170.479,176.88,170.345,176.493,"Harry, levou quarenta e oito segundos para derrotar aquele vampiro hoje.","Harry, levou quarenta e oito segundos para derrotar aquele vampiro hoje.",1.0,split,1,2,-0.134,-0.387,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[39],[47],"00:02:56,880","00:02:58,360","00:02:56,737","00:02:57,937",176.88,178.36,176.737,177.937,Fraco demais.,Fraco demais.,1.0,retime,1,1,-0.143,-0.423,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[40],[48],"00:02:58,360","00:03:01,240","00:02:58,092","00:03:00,426",178.36,181.24,178.092,180.426,Você tem que treinar muito mais.,Você tem que treinar muito mais.,1.0,retime,1,1,-0.268,-0.814,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[41],[49],"00:03:01,240","00:03:02,240","00:03:01,084","00:03:01,951",181.24,182.24,181.084,181.951,Eu sei.,Eu sei.,1.0,retime,1,1,-0.156,-0.289,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[42],[50],"00:03:02,240","00:03:04,320","00:03:01,995","00:03:03,847",182.24,184.32,181.995,183.847,Ainda tem um longo caminho pela frente.,Ainda tem um longo caminho pela frente.,1.0,retime,1,1,-0.245,-0.473,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[43],"[51, 52]","00:03:04,320","00:03:08,320","00:03:04,320","00:03:08,320",184.32,188.32,184.32,188.32,"Logan, Owen, vocês dois foram meus mentores por oito anos.","Logan, Owen, vocês dois foram meus mentores por oito anos.",1.0,split,1,2,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[44],"[53, 54]","00:03:08,320","00:03:14,320","00:03:08,320","00:03:12,603",188.32,194.32,188.32,192.603,"E eu sou muito grato pelo que fizeram por mim, mas...","E eu sou muito grato pelo que fizeram por mim, mas...",1.0,split,1,2,0.0,-1.717,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[45],"[55, 56]","00:03:14,320","00:03:16,960","00:03:14,024","00:03:16,960",194.32,196.96,194.024,196.96,"Antes de conhecer vocês naquela floresta, eu tinha um sonho.","Antes de conhecer vocês naquela floresta, eu tinha um sonho.",1.0,split,1,2,-0.296,0.0,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[46],[57],"00:03:16,960","00:03:20,119","00:03:16,960","00:03:19,203",196.96,200.119,196.96,199.203,Eu queria entrar na academia dos lobisomens.,Eu queria entrar na academia dos lobisomens.,1.0,retime,1,1,0.0,-0.916,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[47],"[58, 59]","00:03:20,119","00:03:24,160","00:03:19,981","00:03:23,159",200.119,204.16,199.981,203.159,"Eu sei que o exame de entrada é pesado pra caramba, mas...","Eu sei que o exame de entrada é pesado pra caramba, mas...",1.0,split,1,2,-0.138,-1.001,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[48],[60],"00:03:24,160","00:03:25,720","00:03:23,959","00:03:25,425",204.16,205.72,203.959,205.425,Eu ainda quero tentar.,Eu ainda quero tentar.,1.0,retime,1,1,-0.201,-0.295,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[49],[61],"00:03:25,720","00:03:27,839","00:03:25,720","00:03:27,539",205.72,207.839,205.72,207.539,A academia dos lobisomens?,A academia dos lobisomens?,1.0,retime,1,1,0.0,-0.3,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[50],[62],"00:03:27,839","00:03:29,520","00:03:27,564","00:03:29,339",207.839,209.52,207.564,209.339,Você quer voltar para Alcatea?,Você quer voltar para Alcatea?,1.0,retime,1,1,-0.275,-0.181,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[51],[63],"00:03:29,520","00:03:30,520","00:03:29,364","00:03:30,520",209.52,210.52,209.364,210.52,"Tá tudo bem, Harry.","Tá tudo bem, Harry.",1.0,retime,1,1,-0.156,0.0,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[52],[64],"00:03:30,520","00:03:31,520","00:03:30,520","00:03:31,520",210.52,211.52,210.52,211.52,Tá tudo bem.,Tá tudo bem.,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[53],[65],"00:03:31,520","00:03:32,520","00:03:31,520","00:03:32,520",211.52,212.52,211.52,212.52,Você pode ir.,Você pode ir.,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[54],[66],"00:03:32,520","00:03:34,240","00:03:32,520","00:03:34,240",212.52,214.24,212.52,214.24,É bom ter sonhos.,É bom ter sonhos.,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[55],"[67, 68]","00:03:34,240","00:03:38,520","00:03:34,240","00:03:37,917",214.24,218.52,214.24,217.917,Você não pode ficar preso na floresta com dois velhos para sempre.,Você não pode ficar preso na floresta com dois velhos para sempre.,1.0,split,1,2,0.0,-0.603,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[56],[69],"00:03:38,520","00:03:39,520","00:03:38,520","00:03:39,228",218.52,219.52,218.52,219.228,Vai lá.,Vai lá.,1.0,retime,1,1,0.0,-0.292,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[57],"[70, 71]","00:03:39,520","00:03:48,160","00:03:40,361","00:03:45,517",219.52,228.16,220.361,225.517,"Mas lembra, onde quer que vá, estaremos sempre ao seu lado.","Mas lembra, onde quer que vá, estaremos sempre ao seu lado.",1.0,split,1,2,0.841,-2.643,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[58],[72],"00:03:48,160","00:03:49,160","00:03:47,673","00:03:49,451",228.16,229.16,227.673,229.451,Obrigado.,"Obrigado, obrigado vocês.",0.3478,rewrite_major,1,1,-0.487,0.291,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[59],[],"00:03:49,199","00:03:50,199",,,229.199,230.199,,,Mas...,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,"[60, 61]",[73],"00:03:50,199","00:03:54,199","00:03:51,695","00:03:52,717",230.199,234.199,231.695,232.717,"Oh, é... Olha o seu bolso.",Olha o seu bolso.,0.7619,merge_rewrite,2,1,1.496,-1.482,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[62],"[74, 75]","00:03:56,199","00:04:01,199","00:03:56,632","00:04:00,505",236.199,241.199,236.632,240.505,Só pra garantir que você tenha um troco quando voltar para Alcatea.,Só pra garantir que você tenha um troco quando voltar para Alcatea.,1.0,split,1,2,0.433,-0.694,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[63],[76],"00:04:01,199","00:04:02,199","00:04:00,530","00:04:01,905",241.199,242.199,240.53,241.905,"Valeu, mas...","Valeu, mas...",1.0,retime,1,1,-0.669,-0.294,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[64],[77],"00:04:02,199","00:04:03,199","00:04:01,930","00:04:02,972",242.199,243.199,241.93,242.972,Você é um mago.,Você é um mago.,1.0,retime,1,1,-0.269,-0.227,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,"[65, 66]",[78],"00:04:03,199","00:04:05,199","00:04:03,239","00:04:04,994",243.199,245.199,243.239,244.994,"Você também é pobre, né? Relaxa.","Você também é pobre, né? Relaxa.",1.0,merge,2,1,0.04,-0.205,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[67],[79],"00:04:05,199","00:04:06,199","00:04:05,019","00:04:06,372",245.199,246.199,245.019,246.372,"Relaxa, Harry.","Relaxa, Harry.",1.0,retime,1,1,-0.18,0.173,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[68],[80],"00:04:06,199","00:04:09,199","00:04:06,617","00:04:08,572",246.199,249.199,246.617,248.572,É um presente dos seus mentores.,É um presente dos seus mentores.,1.0,retime,1,1,0.418,-0.627,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[69],[81],"00:04:09,199","00:04:10,199","00:04:08,977","00:04:09,977",249.199,250.199,248.977,249.977,Aceite.,Aceite.,1.0,retime,1,1,-0.222,-0.222,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[70],[82],"00:04:11,199","00:04:12,199","00:04:10,994","00:04:11,728",251.199,252.199,250.994,251.728,Tá bom.,Tá bom.,1.0,retime,1,1,-0.205,-0.471,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[71],[83],"00:04:12,240","00:04:13,240","00:04:15,640","00:04:16,640",252.24,253.24,255.64,256.64,Harry...,Harry...,1.0,retime,1,1,3.4,3.4,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[72],[84],"00:04:13,240","00:04:15,240","00:04:17,040","00:04:19,040",253.24,255.24,257.04,259.04,Vê se toma cuidado.,Vê se toma cuidado.,1.0,retime,1,1,3.8,3.8,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[73],"[85, 86, 87]","00:04:23,239","00:04:27,239","00:04:26,437","00:04:30,615",263.239,267.239,266.437,270.615,Aquele cartão preto dava pra afundar mil Alcateias com aquilo e o moleque ninguis.,Aquele cartão preto dava pra afundar mil alcateias com aquilo e o moleque nem quis.,0.9512,split,1,3,3.198,3.376,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[74],"[88, 89]","00:04:27,239","00:04:32,239","00:04:30,640","00:04:35,615",267.239,272.239,270.64,275.615,O Harry voltar pra Alcateia vai virar o mundo dos lobisomens de cabeça pra baixo.,O Harry voltar pra Alcateia vai virar o mundo dos lobisomens de cabeça pra baixo.,1.0,split,1,2,3.401,3.376,vertical_shortform,pt-BR
novela001__episode_0001,novela001,episode_0001,[75],[],"00:04:32,239","00:04:35,279",,,272.239,275.279,,,O Harry voltar pra Alcateia vai virar o mundo dos lobisomens de cabeça pra baixo.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[1],[1],"00:00:00,000","00:00:01,360","00:00:00,000","00:00:01,360",0.0,1.3599999999999999,0.0,1.3599999999999999,"E aí, já entregou o trabalho?","E aí, já entregou o trabalho?",1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[2],[2],"00:00:01,360","00:00:03,839","00:00:01,360","00:00:03,839",1.3599999999999999,3.839,1.3599999999999999,3.839,"Ah, eu nem consegui entregar meu trabalho ainda.",Eu nem consegui entregar meu trabalho ainda.,0.9348,rewrite_minor,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[3],[3],"00:00:03,839","00:00:04,800","00:00:03,839","00:00:04,800",3.839,4.8,3.839,4.8,Pior que eu também não.,Pior que eu também não.,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[4],[4],"00:00:04,800","00:00:06,000","00:00:04,800","00:00:06,000",4.8,6.0,4.8,6.0,"Ai, não sei como é que vai ser.",Não sei como é que vai ser.,0.8966,rewrite_major,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[5],[5],"00:00:06,000","00:00:06,719","00:00:06,000","00:00:06,719",6.0,6.719,6.0,6.719,E eu então?,E eu então?,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[6],[6],"00:00:06,719","00:00:09,920","00:00:06,719","00:00:09,920",6.719,9.92,6.719,9.92,"Se eu tirar uma nota baixa, vai ser dureza, viu?","Se eu tirar uma nota baixa, vai ser dureza, viu?",1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[7],[7],"00:00:12,319","00:00:13,520","00:00:12,319","00:00:13,520",12.319,13.52,12.319,13.52,"É, eu vou.","É, eu vou.",1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[8],[],"00:00:14,720","00:00:15,279",,,14.72,15.279,,,Ai!,,0.0,delete_noise,1,0,,,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[9],[8],"00:00:25,040","00:00:25,840","00:00:25,040","00:00:25,840",25.04,25.84,25.04,25.84,Harry!,Harry!,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[10],[9],"00:00:26,639","00:00:27,760","00:00:26,639","00:00:27,760",26.639,27.76,26.639,27.76,Somos mates?,Somos mates?,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,"[11, 12]",[10],"00:00:30,879","00:00:42,799","00:00:37,203","00:00:38,959",30.879,42.799,37.203,38.959,Oi. Você voltou da floresta.,Você voltou da floresta.,0.8846,merge_rewrite,2,1,6.324,-3.84,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[13],[11],"00:00:42,799","00:00:44,400","00:00:38,959","00:00:40,588",42.799,44.4,38.959,40.588,"Elara, eu...","Elara, eu...",1.0,retime,1,1,-3.84,-3.812,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[14],[12],"00:00:45,439","00:00:47,360","00:00:41,365","00:00:43,832",45.439,47.36,41.365,43.832,Oito anos esperando o Harry.,"Oito anos esperando, Harry.",0.9259,rewrite_minor,1,1,-4.074,-3.528,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[15],[13],"00:00:49,439","00:00:52,799","00:00:45,499","00:00:48,639",49.439,52.799,45.499,48.639,"Eu sabia que você queria entrar na academia, então","Eu sabia que você queria entrar na academia, então...",1.0,retime,1,1,-3.94,-4.16,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[16],[14],"00:00:52,880","00:00:54,400","00:00:49,077","00:00:50,479",52.88,54.4,49.077,50.479,eu me matriculei.,Eu me matriculei.,1.0,retime,1,1,-3.803,-3.921,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[17],[15],"00:00:54,400","00:00:55,759","00:00:50,479","00:00:51,899",54.4,55.759,50.479,51.899,Eu fiquei te esperando.,Eu fiquei te esperando.,1.0,retime,1,1,-3.921,-3.86,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[18],[16],"00:00:55,759","00:00:59,520","00:00:51,988","00:00:56,000",55.759,59.52,51.988,56.0,Tira as mãos sujas de cima dela.,Tira as mãos sujas de cima dela!,1.0,retime,1,1,-3.771,-3.52,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[19],[17],"00:01:00,959","00:01:04,160","00:01:01,254","00:01:04,143",60.959,64.16,61.254,64.143,A Elara é minha luna.,"Elara, é a minha aluna.",0.7619,rewrite_major,1,1,0.295,-0.017,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[20],[18],"00:01:04,160","00:01:07,040","00:01:04,543","00:01:07,009",64.16,67.04,64.543,67.009,"Elara, minha brisa de verão.","Elara, minha brisa de verão.",1.0,retime,1,1,0.383,-0.031,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,"[21, 22]","[19, 20]","00:01:07,040","00:01:12,080","00:01:07,034","00:01:11,784",67.04,72.08,67.034,71.784,Você não pode estar pensando em se ligar com esse... Mestiço.,Você não pode estar pensando em se ligar com esse mestiço.,1.0,resegment,2,2,-0.006,-0.296,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[23],[21],"00:01:12,959","00:01:14,239","00:01:13,120","00:01:14,231",72.959,74.239,73.12,74.231,O que você disse?,O que que você disse?,0.8,rewrite_major,1,1,0.161,-0.008,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[24],[22],"00:01:14,239","00:01:15,360","00:01:14,256","00:01:15,031",74.239,75.36,74.256,75.031,Harry...,Harry...,1.0,retime,1,1,0.017,-0.329,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[25],[23],"00:01:16,319","00:01:17,440","00:01:16,476","00:01:17,409",76.319,77.44,76.476,77.409,Não.,Não...,1.0,retime,1,1,0.157,-0.031,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[26],[24],"00:01:18,000","00:01:21,120","00:01:18,098","00:01:21,279",78.0,81.12,78.098,81.279,Matthew vai ser o futuro alfa da Alcatea-Hashclaw.,Matthew vai ser o futuro alfa da Alcateia Ashclaw.,0.9592,rewrite_minor,1,1,0.098,0.159,vertical_shortform,pt-BR
novela001__episode_0002,novela001,episode_0002,[27],[25],"00:01:21,120","00:01:23,680","00:01:21,279","00:01:23,698",81.12,83.68,81.279,83.698,Ele é o mais forte da nossa geração.,Ele é o mais forte da nossa geração.,1.0,retime,1,1,0.159,0.018,vertical_shortform,pt-BR
